title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,lower_wage,upper_wage,type,converted_yearly_lower,converted_yearly_upper,job_level
L2 IPT Amazon Connect Engineer,NTT DATA,"Plano, TX 75024",2024-10-30,"We are actively looking for an L2 IPT Engineer with strong competence in Amazon Connect and InContact. The resource will have to have not only operational capability to support the platform clients,…","Remote: Remote
Benefits: Health savings account, AD&D insurance, Disability insurance, Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching",https://www.indeed.com/m/viewjob?jk=b4deafec6b822e6c,IndeedScraperUSAEng_b4deafec6b822e6c,IndeedScraperUSAEng,Data,USA_ENGLISH,$55 - $70 hourly,FULLY_REMOTE, TX 75024,TX,Plano,,,,,,Mid-Level
FreeWheel- Data Engineer 3- Scala- Big Data- REMOTE,Comcast Corporation,"Philadelphia, PA 19103",2024-10-31,"Responsible for building data services for audience targeting within the advertising delivery system, linking and integrating various user data silos through data integration, big data processing, and…","Job types: Full-time
Remote: Remote
Job types cc: Full-time
Schedules: Overtime, Weekends as needed",https://www.indeed.com/m/viewjob?jk=a526679b19202c6b,IndeedScraperUSAEng_a526679b19202c6b,IndeedScraperUSAEng,Data,USA_ENGLISH,$82219.87 - $192702.83 yearly,FULLY_REMOTE, PA 19103,PA,Philadelphia,,,,,,Mid-Level
Salesforce Marketing Cloud/Data Cloud Manager - Health,Accenture,"Raleigh, NC 27609",2024-10-09,"You have both in spades and you use them to identify requirements, craft solutions, and get clients to green light proposals. You’re not daunted by sophisticated problems, thanks to your next-level…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ab8aefb12348c048,IndeedScraperUSAEng_ab8aefb12348c048,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27609,NC,Raleigh,,,,,,Senior-Level
Senior Administrative Assistant (Administrative Support Assistant III) Enterprise Data,Capital One,"San Francisco, CA 94108",2024-10-12,Senior Administrative Assistant (Administrative Support Assistant III) Enterprise Data. You will partner with multiple executives to handle administrative tasks freeing up their time to focus on…,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=52df894e882538eb,IndeedScraperUSAEng_52df894e882538eb,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, CA 94108,CA,San Francisco,,,,,,Senior-Level
Senior Data Scientist,Inotiv,"Raleigh, NC 27560",2024-10-03,"Demonstrated proficiency in data extraction and data curation. They are expected to lead aspects of data analysis, including data curation, data management, data storage, and preparation for…","Job types: Full-time
Remote: Remote
Benefits: Paid parental leave, Disability insurance, Health insurance, Dental insurance, 401(k), Paid time off, Parental leave
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=5a4804e58be09be4,IndeedScraperUSAEng_5a4804e58be09be4,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, NC 27560,NC,Raleigh,,,,,,Senior-Level
Machine Learning Engineer - Tech Lead III,Crowe LLP,"Dallas, TX 75201",2024-10-25,"Lead the exploration and evaluation of early-stage data, ensuring the integrity and applicability for model development. Our world-class AI and ML professionals give Crowe the ability to capture and…","Job types: Full-time
Benefits: Unlimited paid time off
Job types cc: Full-time
Schedules: Weekends & holidays off",https://www.indeed.com/m/viewjob?jk=0218df979dbc8c90,IndeedScraperUSAEng_0218df979dbc8c90,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75201,TX,Dallas,,,,,,Senior-Level
Data Manager,Wake County Public School System,"Cary, NC 27519",2024-10-24,Performs data entry processes including analyzing data for students being served or potentially eligible for entry into WCPSS. Compiles and responds to large data requests from staff.,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=4da1725cd5a81d9b,IndeedScraperUSAEng_4da1725cd5a81d9b,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27519,NC,Cary,,,,,,Senior-Level
"Data Entry, Receptionist",Royal Auto Group Of San Francisco,"San Francisco, CA 94103",2024-10-10,Accurately entering data into computer systems and databases. Data maintenance:Updating and maintaining existing data. Data verification:Checking data for accuracy and completeness.,"Benefits: Paid training, Paid holidays, Health insurance, Dental insurance, Tuition reimbursement, Vision insurance",https://www.indeed.com/m/viewjob?jk=b8ec168b978dee1e,IndeedScraperUSAEng_b8ec168b978dee1e,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA 94103,CA,San Francisco,,,,,,Entry-Level
Enterprise Risk Management - Risk Data Aggregation and Risk Reporting (RDA) Associate,Bank of China,"New York, NY 10018",2024-10-09,Understand and maintain the data mapping and data model of the centralized risk data repository. Perform data analysis of the databases and systems at the bank to facilitate with implementation of…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=68f29b7228e9c655,IndeedScraperUSAEng_68f29b7228e9c655,IndeedScraperUSAEng,Data,USA_ENGLISH,$42000 - $90000 yearly,UNKNOWN, NY 10018,NY,New York,,,,,,Mid-Level
AI Math Analyst,Outlier,"Greensboro, NC",2024-11-05,Outlier is looking for talented Math Experts to help train generative artificial intelligence models. Crafting and answering questions related to Math. Experience working as a Math professional.,"Job types: Contract
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=07ba6b41edcafb7b,IndeedScraperUSAEng_07ba6b41edcafb7b,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,UNKNOWN, NC,NC,Greensboro,,,,,,Mid-Level
Business Analyst (JIRA Expertise),ClinDCast LLC,"New York, NY 10001",2024-10-10,Conduct data analysis and prepare reports. Proficiency in data analysis tools and BI software. Seeking an experienced Business Analyst with JIRA expertise to bridge business needs and technical…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=96c55434f5295ea2,IndeedScraperUSAEng_96c55434f5295ea2,IndeedScraperUSAEng,Data,USA_ENGLISH,$50 - $55 hourly,UNKNOWN, NY 10001,NY,New York,,,,,,Mid-Level
Principal Data Scientist - SQL Team,Snowflake,"San Mateo, CA",2024-11-09,"Expert in working with large-scale machine generated data (e.g., logs, application telemetry, or customer usage data). 12+ years of relevant data science or related experience.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=36953b557f3b74d1,IndeedScraperUSAEng_36953b557f3b74d1,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,San Mateo,,,,,,Senior-Level
LOP Specialist / Medical Billing / Data Entry,ASPCares,"Dallas, TX",2024-10-24,Ensure accuracy of data entry. Enter medical billing data into the system. Experience in medical billing and data entry. The LOP Specialist must always safeguard and protect the patients right to…,,https://www.indeed.com/m/viewjob?jk=5058675254ec92ab,IndeedScraperUSAEng_5058675254ec92ab,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Dallas,,,,,,Mid-Level
Private Client Data Conversion Specialist,Marsh McLennan Agency,"San Francisco, CA 94111",2024-10-05,"Our not-so-secret sauce. Award-winning, inclusive, Top Workplace culture doesn’t happen overnight. It’s a result of hard work by extraordinary people. More than 10,000 of the industry’s brightest…","Job types: Full-time
Remote: Remote
Benefits: Health insurance, 401(k), Tuition reimbursement, Employee assistance program
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0d7b912788af2d07,IndeedScraperUSAEng_0d7b912788af2d07,IndeedScraperUSAEng,Data,USA_ENGLISH,$67800 - $101700 yearly,FULLY_REMOTE, CA 94111,CA,San Francisco,,,,,,Mid-Level
"Data Analyst, Product & Regulatory Ops",Meta,"New York, NY",2024-10-22,"Experience developing data pipelines via SQL and Python-based ETL frameworks. Experience using analytics to break down ambiguous, complex problems using data.",,https://www.indeed.com/m/viewjob?jk=9bdc6b00f8cd2a1f,IndeedScraperUSAEng_9bdc6b00f8cd2a1f,IndeedScraperUSAEng,Data,USA_ENGLISH,$104000 - $146000 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
Data Product Manger,Deloitte,"San Jose, CA 95113",2024-11-01,"Are you an experienced, passionate pioneer in technology who wants to work in a collaborative environment? As an experienced Data Product Manager you will have the ability to share new ideas and…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=afd731697f438215,IndeedScraperUSAEng_afd731697f438215,IndeedScraperUSAEng,Data,USA_ENGLISH,$126000 - $210000 yearly,UNKNOWN, CA 95113,CA,San Jose,,,,,,Senior-Level
Database and Application Coordinator,NATIONAL BOARD FOR CERTIFIED COUNSELORS INC.,"Greensboro, NC 27403",2024-10-03,"The ideal candidate will possess a comprehensive understanding of SQL databases, and a proven track record in IT initiatives. The Database and Application Coordinator will work with business managers…","Job types: Full-time
Benefits: Profit sharing, Health savings account, Paid holidays, Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=3b72a2bbac91c998,IndeedScraperUSAEng_3b72a2bbac91c998,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC 27403,NC,Greensboro,,,,,,Senior-Level
Business Analyst,NEXGEN Asset Management,"Sacramento, CA 95834",2024-11-19,"Experience with data analysis and migration. You will work with colleagues and stakeholders to investigate and model business functions, processes, information flows and data structures using a range…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=be397bb44763eaed,IndeedScraperUSAEng_be397bb44763eaed,IndeedScraperUSAEng,Data,USA_ENGLISH,$70000 - $80000 yearly,UNKNOWN, CA 95834,CA,Sacramento,,,,,,Mid-Level
Data Processor,Confidential-Direct Mail Industry,"Berlin, CT 06037",2024-10-23,Data entry: 1 year (Required). Grow your career in data processing with a mission-driven company. Collaborate with team members to maintain high accuracy and data integrity in all tasks.,"Job types: Part-time, Full-time
Shifts: Day shift
Job types cc: Part-time, Full-time
Schedules: Day shift",https://www.indeed.com/m/viewjob?jk=499c08ba2abec1ca,IndeedScraperUSAEng_499c08ba2abec1ca,IndeedScraperUSAEng,Data,USA_ENGLISH,$17 - $24 hourly,UNKNOWN, CT 06037,CT,Berlin,,,,,,Entry-Level
Retail Banking Data Analyst,Srishtibiz,"Somerset, NJ 08873",2024-11-16,Job type: Long-term Contract . This is a full-time on-site role for a Business Analyst (Retail Banking Exp.). At Tech Brains Solutions Inc. The Business Analyst will be responsible for conducting…,"Job types: Contract
Shifts: 8 hour shift
Job types cc: Contract
Schedules: 8 hour shift",https://www.indeed.com/m/viewjob?jk=bf0d9a240e45a84f,IndeedScraperUSAEng_bf0d9a240e45a84f,IndeedScraperUSAEng,Data,USA_ENGLISH,$65 - $70 hourly,UNKNOWN, NJ 08873,NJ,Somerset,,,,,,Mid-Level
RESEARCH DATA MANAGER,Department of Social Services,"Sacramento County, CA",2024-10-25,"Describe your experience in overseeing teams that conduct data analysis and/or manage data systems. CCDD data and information technology objectives include, but are not limited to, maintaining a…","Job types: Full-time
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, Vision insurance, Professional development assistance, Childcare, Paid sick time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ac2d9f765c867bd5,IndeedScraperUSAEng_ac2d9f765c867bd5,IndeedScraperUSAEng,Data,USA_ENGLISH,$9757 - $11078 monthly,UNKNOWN, CA,CA,Sacramento County,,,,,,Senior-Level
Facilities & Data Center Technician III - (Day Shift) SV3/4,CoreSite,"Santa Clara, CA",2024-11-06,Follow direction from data center management regarding the data floor and back of house mechanical loading capacity thereby ensuring that the cooling system is operating at its highest efficiency.,"Job types: Full-time
Shifts: Day shift
Benefits: Free parking, Health savings account, AD&D insurance, Employee stock purchase plan, Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Flexible spending account, Tuition reimbursement, Paid time off, Parental leave, Employee assistance program, Vision insurance, Pet insurance
Job types cc: Full-time
Schedules: Weekends as needed, Day shift, Holidays, On call",https://www.indeed.com/m/viewjob?jk=fc8c7315ba37bd73,IndeedScraperUSAEng_fc8c7315ba37bd73,IndeedScraperUSAEng,Data,USA_ENGLISH,$38 - $43 hourly,UNKNOWN, CA,CA,Santa Clara,,,,,,Senior-Level
Business Analyst,PG&E Corporation,"Cupertino, CA 95014",2024-11-06,"Determines data needs, collects data, and selects from different analytical techniques to achieve desired data outcomes. Performs analysis on moderately complex data models, selecting from various…","Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6e32666494b67c9f,IndeedScraperUSAEng_6e32666494b67c9f,IndeedScraperUSAEng,Data,USA_ENGLISH,$80000 - $120000 yearly,TEMPORARILY_REMOTE, CA 95014,CA,Cupertino,,,,,,Mid-Level
Lead Data Management Specialist,DEPT OF DESIGN & CONSTRUCTION,"Queens, NY 11101",2024-10-03,Other key responsibilities include: identifying and following up on critical issues; assisting with the Agency’s staffing plan; ensuring high-level analytic support and data requirements; overseeing…,"Job types: Full-time
Benefits: Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=ed17fde08f2b76a6,IndeedScraperUSAEng_ed17fde08f2b76a6,IndeedScraperUSAEng,Data,USA_ENGLISH,$103497 - $126181 yearly,UNKNOWN, NY 11101,NY,Queens,,,,,,Senior-Level
"Data Scientist III, Causal Inference",Covera Health,"New York, NY",2024-10-24,"Your role will encompass a wide range of data processing and healthcare data analysis responsibilities, with a primary focus on developing, managing and optimizing the team's data pipeline and…","Job types: Full-time
Remote: Remote
Benefits: Commuter assistance, Stock options, Health insurance, Dental insurance, Paid time off, Vision insurance
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=69bcba8801a5b4ce,IndeedScraperUSAEng_69bcba8801a5b4ce,IndeedScraperUSAEng,Data,USA_ENGLISH,$105000 - $120000 yearly,FULLY_REMOTE, NY,NY,New York,,,,,,Senior-Level
Senior Consultant- Senior Data Analyst,NYSTEC,"New York, NY 10010",2024-11-07,"Experience with Clinical data, Medicaid data or Social Care data. Experience with data quality analysis, data cleansing, or data profiling. Experience using clinical data, provider data, and/or payer…",,https://www.indeed.com/m/viewjob?jk=e5a035bc7274f2cf,IndeedScraperUSAEng_e5a035bc7274f2cf,IndeedScraperUSAEng,Data,USA_ENGLISH,$79793 - $109716 yearly,UNKNOWN, NY 10010,NY,New York,,,,,,Senior-Level
Onsite Production Support Data Analyst,Upwork,"Garden City, NY",2024-10-21,Perform data validation to ensure accurate data movement into the enterprise data warehouse architecture. Demonstrated experience in data analysis within an enterprise data warehouse.,"Job types: Contract
Job types cc: Contract",https://www.indeed.com/m/viewjob?jk=03d652fec55ff178,IndeedScraperUSAEng_03d652fec55ff178,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NY,NY,Garden City,,,,,,Mid-Level
Data Executive,Glassview Media,"New York, NY",2024-10-09,"Able to collect, synthesize and report data. We are seeking experience in a data-driven role, experience owning research projects resulting in clear, actionable insight, and managing multiple…",,https://www.indeed.com/m/viewjob?jk=d89f40c6fb04099d,IndeedScraperUSAEng_d89f40c6fb04099d,IndeedScraperUSAEng,Data,USA_ENGLISH,$105000 - $130000 yearly,UNKNOWN, NY,NY,New York,,,,,,Senior-Level
Power Bi Developer (In Person),ADAMS GROUP INC,"Arbuckle, CA 95912",2024-10-21,"Strong understanding of data warehousing concepts and data visualization best practices. Data Integration: Connect Power BI to various data sources, ensuring seamless data flow and accuracy.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=25cd4aeac0b746d3,IndeedScraperUSAEng_25cd4aeac0b746d3,IndeedScraperUSAEng,Data,USA_ENGLISH,$90000 - $110000 yearly,UNKNOWN, CA 95912,CA,Arbuckle,,,,,,Mid-Level
Data Records Associate,"CGP&H, LLC","Cranbury, NJ 08512",2024-10-08,Basic math skills for handling numerical data accurately. Experience with Microsoft Excel for data manipulation and reporting. Proficient in data entry and familiar with database management systems.,"Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance, 401(k) matching, Flexible schedule, Life insurance
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=8def97ce9f70fabb,IndeedScraperUSAEng_8def97ce9f70fabb,IndeedScraperUSAEng,Data,USA_ENGLISH,$22 - $22 hourly,UNKNOWN, NJ 08512,NJ,Cranbury,,,,,,Mid-Level
AI Engineer,Normal Computing Corporation,"New York, NY",2024-10-20,"Develop solutions for multi-modal data handling (PDFs, logs, tables). This is a job of excitement and exploration, requiring AI expertise and software engineering skills to build complex systems.","Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=4382bc6a00bbf110,IndeedScraperUSAEng_4382bc6a00bbf110,IndeedScraperUSAEng,Data,USA_ENGLISH,$150000 - $240000 yearly,FULLY_REMOTE, NY,NY,New York,,,,,,Mid-Level
Data ML Program Manager- Product Operations,Apple,"Cupertino, CA",2024-11-13,"Familiarity with databases, large data sets, reporting Tableau and SQL a plus. This team is made up of creative innovators and problem solvers who tackle unique challenges to ideate, create POCs and…","Job types: Full-time
Benefits: Employee stock purchase plan, Health insurance, Dental insurance, RSU, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=88cbe9028ea19963,IndeedScraperUSAEng_88cbe9028ea19963,IndeedScraperUSAEng,Data,USA_ENGLISH,$122300 - $184600 yearly,UNKNOWN, CA,CA,Cupertino,,,,,,Senior-Level
System Administrator/Data Analyst,HOUSING PRESERVATION & DVLPMNT,"New York, NY 11201",2024-11-09,"Inputting data, running queries and preparing database reports. APM actively monitors the performance and regulatory compliance of projects sponsored, supervised, and owned by the City, and connects…","Job types: Full-time
Benefits: Loan forgiveness
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=faed51a2b78026f9,IndeedScraperUSAEng_faed51a2b78026f9,IndeedScraperUSAEng,Data,USA_ENGLISH,$70022 - $70022 yearly,UNKNOWN, NY 11201,NY,New York,,,,,,Mid-Level
Data Governance Manager,Relias LLC,"Morrisville, NC 27560",2024-11-15,"Enable business users to confidently leverage platform data while ensuring compliance with governance policies, fostering a data-driven culture. Data Quality and Metrics: Proficiency in establishing…","Remote: Hybrid work
Benefits: Health insurance, Paid time off, Work from home, Parental leave, 401(k) matching, Opportunities for advancement",https://www.indeed.com/m/viewjob?jk=6f943f61e0701720,IndeedScraperUSAEng_6f943f61e0701720,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, NC 27560,NC,Morrisville,,,,,,Senior-Level
Data Analyst,Helix Tech IT solution,"San Jose, CA 95110",2024-11-09,Implement data integration solutions with tools like Talend to streamline data flow. Utilize Python for data manipulation and analysis tasks. Provide recommendations based on data analysis to drive…,"Job types: Full-time
Shifts: 8 hour shift, 10 hour shift
Remote: Hybrid work
Benefits: Stock options, Health insurance, Dental insurance, 401(k), RSU
Job types cc: Full-time
Schedules: 8 hour shift, 10 hour shift",https://www.indeed.com/m/viewjob?jk=4aa83121b6159698,IndeedScraperUSAEng_4aa83121b6159698,IndeedScraperUSAEng,Data,USA_ENGLISH,$57.61 - $61.08 hourly,TEMPORARILY_REMOTE, CA 95110,CA,San Jose,,,,,,Mid-Level
Structured Cabling/Data Technician Supervisor (DFW & Willing to Travel),Cummings Electrical,"Fort Worth, TX 76155",2024-10-05,"Service focuses on building strong partnerships with clients to provide reliable electrical solutions for all your project needs. Our clients benefit from our turnkey approach, experienced…","Job types: Full-time
Benefits: 401(k), 401(k) matching, Opportunities for advancement
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=07cb856e9c2893f5,IndeedScraperUSAEng_07cb856e9c2893f5,IndeedScraperUSAEng,Data,USA_ENGLISH,$33 - $42 hourly,UNKNOWN, TX 76155,TX,Fort Worth,,,,,,Senior-Level
Vice President- Data Publishing Strategy,JPMorganChase,"New York, NY 10172",2024-10-03,"It consists of several teams focused on accelerating JPMorgan Chase’s data, analytics, and AI journey, including data strategy, data impact optimization, privacy, data governance, transformation, and…","Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=61dcbb962fcf53e3,IndeedScraperUSAEng_61dcbb962fcf53e3,IndeedScraperUSAEng,Data,USA_ENGLISH,$118750 - $205000 yearly,UNKNOWN, NY 10172,NY,New York,,,,,,Senior-Level
Senior Data Scientist III (Remote),LexisNexis,"Raleigh, NC",2024-10-09,Leading the automation and lifecycle management of sophisticated data systems. Designing APIs for disseminating data science outputs to various business units.,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=bd51e7c88235e30b,IndeedScraperUSAEng_bd51e7c88235e30b,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, NC,NC,Raleigh,,,,,,Senior-Level
"Staff Software Engineer, AI Data Engineering",Ripple,"San Francisco Bay Area, CA",2024-10-26,"Experience with real-time data a huge plus. Be a bold builder, working up and down the data stack, mixing data engineering, machine learning and software engineering to jumpstart this new initiative.","Job types: Full-time
Benefits: Health insurance, Happy hour, Cell phone reimbursement, Parental leave, Opportunities for advancement
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=7c65dddf58e651a3,IndeedScraperUSAEng_7c65dddf58e651a3,IndeedScraperUSAEng,Data,USA_ENGLISH,$187200 - $234000 yearly,UNKNOWN, CA,CA,San Francisco Bay Area,,,,,,Mid-Level
Litigation Support Data Analyst,The Reliable Companies,"Philadelphia, PA 19103",2024-10-09,"Handle complex ESI collections, data processing and transfer, database setup, and attorney review. Reliable’s customers gain the benefit of our single-source expertise in electronic discovery,…",,https://www.indeed.com/m/viewjob?jk=08ee4f92bd53fcde,IndeedScraperUSAEng_08ee4f92bd53fcde,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, PA 19103,PA,Philadelphia,,,,,,Mid-Level
Senior Product Manager - (Data Products),MANTL,"New York, NY",2024-10-30,You own the evolution of data products. Lead the strategy and growth of MANTL's data product offerings. You lead efforts to enhance self-service capabilities through data access products.,"Remote: Remote
Benefits: Health insurance, Unlimited paid time off, Dental insurance, Happy hour, Vision insurance",https://www.indeed.com/m/viewjob?jk=12a51f6b43fbb771,IndeedScraperUSAEng_12a51f6b43fbb771,IndeedScraperUSAEng,Data,USA_ENGLISH,$175000 - $190000 yearly,FULLY_REMOTE, NY,NY,New York,,,,,,Senior-Level
Jr QA/QC Engineer,T5 Data Centers,"Denton, TX",2024-11-14,"Company Description Forever On! From the start in 2008, T5 has been focused on supporting enterprise and hyperscale customers with customized data center solutions. Today, we remain dedicated to an…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0fcd7771c6199881,IndeedScraperUSAEng_0fcd7771c6199881,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Denton,,,,,,Mid-Level
AI Math Analyst,Outlier,"Greensboro, NC",2024-11-05,Outlier is looking for talented Math Experts to help train generative artificial intelligence models. Crafting and answering questions related to Math. Experience working as a Math professional.,"Job types: Contract
Job types cc: Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=39ef2c5cc1a1d7ea,IndeedScraperUSAEng_39ef2c5cc1a1d7ea,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,UNKNOWN, NC,NC,Greensboro,,,,,,Mid-Level
AI Math Analyst - Part Time Work From Home,Outlier,"Dallas, TX",2024-11-05,Outlier is looking for talented Math Experts to help train generative artificial intelligence models. Crafting and answering questions related to Math. Experience working as a Math professional.,"Job types: Part-time, Contract
Remote: Remote
Benefits: Work from home
Job types cc: Part-time, Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=5c71b9dc3f840e4e,IndeedScraperUSAEng_5c71b9dc3f840e4e,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $50 hourly,FULLY_REMOTE, TX,TX,Dallas,,,,,,Mid-Level
"Senior Data Engineer, Product Platform",Match Group,"New York, NY",2024-10-22,"Strong technical background in building and optimizing data pipelines, with proficiency in Python, SQL, and data modeling for different types of data sources and business processes.","Job types: Full-time
Remote: Hybrid work
Benefits: Paid parental leave, Parental leave, 401(k) matching
Job types cc: Full-time
Schedules: On call",https://www.indeed.com/m/viewjob?jk=bdb7e8871a633083,IndeedScraperUSAEng_bdb7e8871a633083,IndeedScraperUSAEng,Data,USA_ENGLISH,$177500 - $213000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,,,,,,Senior-Level
Data Analyst & Software Support Specialist,Piedmont Community Services,"Martinsville, VA 24112",2024-10-12,"Experience in SQL, complex databases and structures, business intelligence reporting, data querying, analytical tools, processes, methodologies, and Electronic Health Records preferred.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=792c98aa2ceb21d1,IndeedScraperUSAEng_792c98aa2ceb21d1,IndeedScraperUSAEng,Data,USA_ENGLISH,$35500 - $50000 yearly,UNKNOWN, VA 24112,VA,Martinsville,,,,,,Mid-Level
Client Strategy & Data Analytics,Natixis,"New York, NY",2024-11-07,"IT/Business Analyst background can be a plus to support manipulation and presentation of data. Ability to manipulate data, interpret numbers and deliver relevant messages in a succinct fashion for…",,https://www.indeed.com/m/viewjob?jk=b16d49e11e88f2e6,IndeedScraperUSAEng_b16d49e11e88f2e6,IndeedScraperUSAEng,Data,USA_ENGLISH,$105000 - $160000 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
Clinical Data Manager,Cardiovascular Research Foundation,"New York, NY 10019",2024-11-09,2-3 years of clinical data management experience. Performs study data discrepancy review and generates needed queries. Tracks outstanding data queries and facilitates timely query resolution.,"Remote: Hybrid work
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance, Life insurance
Schedules: Weekends as needed, Evenings as needed",https://www.indeed.com/m/viewjob?jk=fcccc0938cb8af69,IndeedScraperUSAEng_fcccc0938cb8af69,IndeedScraperUSAEng,Data,USA_ENGLISH,$80000 - $120000 yearly,TEMPORARILY_REMOTE, NY 10019,NY,New York,,,,,,Senior-Level
"Transaction Banking, Digital Product Management, Analyst - Dallas",Goldman Sachs,"Dallas, TX 75201",2024-10-22,"Analyze user behavior, feedback, and data to continuously refine and enhance product features. In Platform Solutions (PS), we power clients with innovative and customer-centered financial products.",,https://www.indeed.com/m/viewjob?jk=bb48c78b457582c1,IndeedScraperUSAEng_bb48c78b457582c1,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX 75201,TX,Dallas,,,,,,Mid-Level
"Senior Director, Data Strategy and Solutions",Betches Media,"New York, NY",2024-11-04,"Bonus: Experience with DMP, CDP, CRM or other first party data oriented platforms. This individual should be interested in learning new methodologies especially in the behavioral and 1st party data…",Remote: Hybrid work,https://www.indeed.com/m/viewjob?jk=e303e5f0332ae192,IndeedScraperUSAEng_e303e5f0332ae192,IndeedScraperUSAEng,Data,USA_ENGLISH,$130000 - $140000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,,,,,,Senior-Level
AI Training Analyst - Part Time Work From Home,Outlier,"Dallas, TX",2024-11-05,"We partner with organizations to train AI large language models, helping cutting-edge generative AI models write better code. Projects typically include discrete, highly variable problems that involve…","Job types: Part-time, Contract
Remote: Remote
Benefits: Work from home
Job types cc: Part-time, Contract, Freelance
Schedules: Overtime",https://www.indeed.com/m/viewjob?jk=7f9112b57334057f,IndeedScraperUSAEng_7f9112b57334057f,IndeedScraperUSAEng,Data,USA_ENGLISH,$30 - $30 hourly,FULLY_REMOTE, TX,TX,Dallas,,,,,,Mid-Level
